thickness_cm,n,absorbed_count,absorbed_fraction,absorbed_uncertainty,reflected_count,reflected_fraction,reflected_uncertainty,transmitted_count,transmitted_fraction,transmitted_uncertainty,max_steps_count,max_steps_fraction,max_steps_uncertainty,material
10.0,6000.0,1234.0,0.20566666666666666,0.005218043836676871,4745.0,0.7908333333333334,0.005250650312456895,21.0,0.0035,0.0007624248596856392,0.0,0.0,0.0,Water
10.0,6000.0,606.0,0.101,0.003890137101268626,3728.0,0.6213333333333333,0.006262031382629525,1666.0,0.2776666666666667,0.005781693651645812,0.0,0.0,0.0,Lead
10.0,6000.0,31.0,0.005166666666666667,0.0009255603908103657,4120.0,0.6866666666666666,0.005988260119538835,1849.0,0.30816666666666664,0.005960983870444853,0.0,0.0,0.0,Graphite
